name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
Honda City,2011,73800.0,161544,Diesel,Dealer,Manual,Second Owner,16.64 kmpl,949 CC,62.58 bhp,60Nm@ 1581rpm,8
Audi A4,2005,98500.0,168210,Diesel,Dealer,Manual,Fourth & Above Owner,12.63 kmpl,2615 CC,260.7 bhp,171Nm@ 3470rpm,7
Skoda Octavia,2015,169800.0,103085,Diesel,Dealer,Manual,Second Owner,15.13 kmpl,1352 CC,96.02 bhp,127Nm@ 2672rpm,4
BMW 3 Series,2014,339900.0,147855,Petrol,Individual,Manual,First Owner,20.28 kmpl,2544 CC,278.17 bhp,143Nm@ 2627rpm,7
Maruti Swift,2023,212900.0,99685,Diesel,Trustmark Dealer,Manual,Fourth & Above Owner,16.1 kmpl,1212 CC,59.63 bhp,130Nm@ 3306rpm,4
Toyota Innova,2017,309700.0,85039,Diesel,Individual,Manual,First Owner,9.52 kmpl,1640 CC,138.84 bhp,60Nm@ 2075rpm,5
Ford Ecosport,2012,88700.0,110501,Diesel,Individual,Manual,Second Owner,18.82 kmpl,1038 CC,70.47 bhp,97Nm@ 2945rpm,7
Honda City,2006,54200.0,115447,Diesel,Individual,Manual,Third Owner,22.61 kmpl,888 CC,87.46 bhp,205Nm@ 1806rpm,7
Toyota Innova,2013,159600.0,114127,Diesel,Trustmark Dealer,Automatic,First Owner,24.06 kmpl,1327 CC,112.47 bhp,152Nm@ 3945rpm,5
BMW 3 Series,2019,698500.0,18504,Petrol,Individual,Manual,Second Owner,17.92 kmpl,3000 CC,278.42 bhp,173Nm@ 1885rpm,5
Hyundai i20,2013,83100.0,50102,Diesel,Dealer,Manual,Second Owner,18.66 kmpl,712 CC,35.0 bhp,106Nm@ 2516rpm,5
Hyundai i20,2023,187400.0,92064,Petrol,Individual,Manual,Fourth & Above Owner,16.45 kmpl,746 CC,74.82 bhp,178Nm@ 1992rpm,7
Honda City,2022,340200.0,69167,Petrol,Individual,Manual,First Owner,17.18 kmpl,1262 CC,72.85 bhp,123Nm@ 3877rpm,5
Hyundai i20,2023,273900.0,88021,Petrol,Individual,Manual,First Owner,25.97 kmpl,1038 CC,65.41 bhp,134Nm@ 2711rpm,5
Skoda Octavia,2022,365800.0,99446,Diesel,Individual,Manual,First Owner,25.41 kmpl,1304 CC,101.04 bhp,113Nm@ 2623rpm,5
Toyota Innova,2007,104300.0,158641,Diesel,Individual,Automatic,First Owner,16.23 kmpl,1717 CC,134.34 bhp,81Nm@ 3558rpm,5
Hyundai i20,2007,53400.0,91172,Petrol,Individual,Manual,Third Owner,17.52 kmpl,1157 CC,57.45 bhp,237Nm@ 2973rpm,7
Audi A4,2022,832100.0,140401,Diesel,Individual,Automatic,First Owner,16.7 kmpl,2939 CC,272.58 bhp,154Nm@ 3881rpm,5
Audi A4,2008,205300.0,159875,Petrol,Individual,Manual,First Owner,18.99 kmpl,2776 CC,271.98 bhp,213Nm@ 3007rpm,7
BMW 3 Series,2013,304800.0,129488,Petrol,Individual,Automatic,Second Owner,15.97 kmpl,2718 CC,272.44 bhp,164Nm@ 3142rpm,5
Tata Nexon,2007,49800.0,129090,Petrol,Individual,Manual,Third Owner,18.43 kmpl,814 CC,82.92 bhp,158Nm@ 2636rpm,7
Honda City,2006,60600.0,135766,Diesel,Dealer,Manual,First Owner,23.01 kmpl,1083 CC,77.49 bhp,134Nm@ 3321rpm,5
Toyota Innova,2016,183100.0,113687,Petrol,Trustmark Dealer,Manual,First Owner,22.63 kmpl,1132 CC,91.55 bhp,216Nm@ 3418rpm,5
Audi A4,2014,472800.0,31889,Diesel,Individual,Manual,First Owner,9.75 kmpl,2887 CC,245.46 bhp,78Nm@ 1552rpm,4
Ford Ecosport,2010,98300.0,133878,Diesel,Trustmark Dealer,Automatic,First Owner,14.87 kmpl,1421 CC,86.27 bhp,169Nm@ 3506rpm,5
Mahindra XUV500,2008,75700.0,186439,Diesel,Dealer,Manual,Second Owner,18.48 kmpl,1156 CC,119.1 bhp,184Nm@ 1507rpm,5
Ford Ecosport,2023,271600.0,83695,Diesel,Dealer,Manual,Second Owner,20.77 kmpl,724 CC,85.72 bhp,78Nm@ 2462rpm,7
Ford Ecosport,2016,159800.0,135546,Petrol,Individual,Manual,First Owner,19.92 kmpl,935 CC,91.28 bhp,196Nm@ 2972rpm,5
Audi A4,2018,453900.0,106533,Diesel,Individual,Manual,Second Owner,15.59 kmpl,2601 CC,246.81 bhp,190Nm@ 3968rpm,7
Tata Nexon,2021,226000.0,5985,Petrol,Dealer,Manual,Second Owner,18.09 kmpl,861 CC,54.19 bhp,171Nm@ 2253rpm,7
Toyota Innova,2021,384500.0,84749,Petrol,Individual,Manual,First Owner,16.09 kmpl,1127 CC,123.44 bhp,77Nm@ 3100rpm,5
Skoda Octavia,2016,226000.0,112606,Petrol,Dealer,Automatic,Second Owner,19.12 kmpl,1659 CC,118.18 bhp,165Nm@ 1585rpm,8
Tata Nexon,2013,126400.0,136522,Diesel,Individual,Manual,First Owner,20.89 kmpl,1413 CC,88.36 bhp,157Nm@ 1911rpm,7
Ford Ecosport,2005,49300.0,157117,Petrol,Dealer,Manual,First Owner,20.07 kmpl,890 CC,76.51 bhp,129Nm@ 2162rpm,7
Maruti Swift,2021,263000.0,76493,CNG,Individual,Manual,First Owner,18.15 kmpl,1286 CC,59.05 bhp,199Nm@ 2113rpm,5
Tata Nexon,2019,172800.0,33083,Petrol,Dealer,Manual,First Owner,16.88 kmpl,700 CC,49.17 bhp,307Nm@ 2011rpm,5
Honda City,2017,198400.0,90939,Diesel,Individual,Automatic,Second Owner,23.98 kmpl,1203 CC,85.97 bhp,170Nm@ 2524rpm,7
BMW 3 Series,2012,317400.0,82798,Diesel,Dealer,Manual,Second Owner,11.17 kmpl,2761 CC,270.53 bhp,143Nm@ 3786rpm,5
Audi A4,2020,636700.0,49818,Diesel,Individual,Manual,Second Owner,14.48 kmpl,2812 CC,270.27 bhp,105Nm@ 3760rpm,5
Hyundai i20,2012,72900.0,134230,Diesel,Individual,Manual,First Owner,18.71 kmpl,700 CC,46.85 bhp,69Nm@ 2100rpm,5
Audi A4,2021,774100.0,95309,Diesel,Individual,Manual,First Owner,11.75 kmpl,2798 CC,280.29 bhp,178Nm@ 2892rpm,5
Hyundai i20,2009,82500.0,93278,Petrol,Individual,Manual,First Owner,21.08 kmpl,1021 CC,65.73 bhp,60Nm@ 3453rpm,5
Hyundai i20,2020,165400.0,43297,Diesel,Dealer,Manual,Fourth & Above Owner,18.86 kmpl,972 CC,58.95 bhp,227Nm@ 1943rpm,5
Tata Nexon,2019,176900.0,82586,Diesel,Individual,Manual,Second Owner,19.18 kmpl,771 CC,87.1 bhp,173Nm@ 3429rpm,5
Audi A4,2009,212200.0,156294,Petrol,Dealer,Manual,First Owner,13.61 kmpl,2633 CC,239.85 bhp,246Nm@ 1500rpm,7
Skoda Octavia,2008,104300.0,86048,LPG,Individual,Manual,First Owner,24.71 kmpl,1302 CC,108.61 bhp,172Nm@ 2354rpm,7
Toyota Innova,2017,243300.0,137891,Diesel,Dealer,Manual,First Owner,17.48 kmpl,1606 CC,107.12 bhp,181Nm@ 3656rpm,5
Skoda Octavia,2011,128200.0,182895,Diesel,Individual,Manual,First Owner,23.23 kmpl,1674 CC,97.64 bhp,245Nm@ 3871rpm,5
Ford Ecosport,2013,107500.0,110972,Petrol,Individual,Manual,Third Owner,20.54 kmpl,1136 CC,85.86 bhp,60Nm@ 3102rpm,5
Maruti Swift,2007,46200.0,129233,Diesel,Dealer,Manual,Second Owner,22.69 kmpl,885 CC,54.97 bhp,139Nm@ 1769rpm,8
Hyundai i20,2017,143500.0,83266,Diesel,Dealer,Manual,Second Owner,21.47 kmpl,715 CC,72.41 bhp,96Nm@ 3106rpm,7
Mahindra XUV500,2017,174700.0,108801,Diesel,Individual,Manual,First Owner,22.49 kmpl,860 CC,77.52 bhp,143Nm@ 1650rpm,5
BMW 3 Series,2022,810800.0,62667,Diesel,Trustmark Dealer,Manual,First Owner,14.94 kmpl,3000 CC,254.12 bhp,159Nm@ 1802rpm,8
Mahindra XUV500,2018,141800.0,91409,Petrol,Dealer,Manual,Third Owner,20.97 kmpl,953 CC,68.51 bhp,222Nm@ 1784rpm,5
Tata Nexon,2009,74900.0,143323,Diesel,Individual,Manual,Second Owner,21.86 kmpl,1004 CC,85.79 bhp,260Nm@ 3301rpm,7
Toyota Innova,2010,97100.0,161175,Petrol,Individual,Manual,Second Owner,17.32 kmpl,1397 CC,137.8 bhp,169Nm@ 2862rpm,5
Toyota Innova,2010,101800.0,130826,Petrol,Dealer,Manual,Second Owner,21.51 kmpl,1109 CC,119.17 bhp,60Nm@ 2672rpm,5
BMW 3 Series,2013,290600.0,132023,Diesel,Dealer,Manual,First Owner,12.86 kmpl,2510 CC,259.84 bhp,124Nm@ 2771rpm,7
Honda City,2011,137500.0,58392,Petrol,Individual,Manual,First Owner,21.31 kmpl,1107 CC,107.1 bhp,201Nm@ 3187rpm,5
Skoda Octavia,2017,226300.0,87976,Petrol,Dealer,Manual,First Owner,12.62 kmpl,1097 CC,118.26 bhp,126Nm@ 3926rpm,7
Hyundai i20,2017,123000.0,105964,CNG,Individual,Manual,Third Owner,22.39 kmpl,967 CC,66.11 bhp,76Nm@ 3970rpm,7
Mahindra XUV500,2022,342400.0,38515,Petrol,Individual,Manual,Second Owner,22.1 kmpl,935 CC,128.14 bhp,60Nm@ 2541rpm,5
Skoda Octavia,2014,157200.0,123294,Petrol,Dealer,Manual,Second Owner,21.05 kmpl,1511 CC,105.42 bhp,145Nm@ 2085rpm,7
Toyota Innova,2022,347500.0,58578,Petrol,Individual,Manual,Third Owner,21.62 kmpl,1521 CC,119.09 bhp,62Nm@ 3783rpm,8
Ford Ecosport,2013,63500.0,150267,CNG,Individual,Manual,Third Owner,16.1 kmpl,802 CC,54.65 bhp,161Nm@ 3587rpm,5
BMW 3 Series,2006,177400.0,134090,Petrol,Individual,Manual,First Owner,14.65 kmpl,2626 CC,263.53 bhp,104Nm@ 3328rpm,5
Skoda Octavia,2013,118200.0,109913,CNG,Individual,Manual,Fourth & Above Owner,18.43 kmpl,1697 CC,115.6 bhp,232Nm@ 2621rpm,5
Hyundai i20,2008,48300.0,132912,Petrol,Individual,Manual,Second Owner,18.9 kmpl,932 CC,45.63 bhp,180Nm@ 3493rpm,7
Toyota Innova,2022,424300.0,84569,Diesel,Individual,Manual,First Owner,22.11 kmpl,1530 CC,121.42 bhp,186Nm@ 2036rpm,7
Skoda Octavia,2017,238400.0,60582,Diesel,Individual,Automatic,Second Owner,15.1 kmpl,1324 CC,90.12 bhp,99Nm@ 2212rpm,7
Maruti Swift,2020,191400.0,98992,Petrol,Individual,Manual,First Owner,21.18 kmpl,700 CC,66.11 bhp,69Nm@ 3910rpm,5
Ford Ecosport,2020,263800.0,74109,Diesel,Trustmark Dealer,Manual,First Owner,18.09 kmpl,1319 CC,83.59 bhp,182Nm@ 2119rpm,7
BMW 3 Series,2009,164000.0,70018,Petrol,Dealer,Manual,Fourth & Above Owner,19.59 kmpl,2674 CC,239.94 bhp,142Nm@ 3509rpm,7
Toyota Innova,2021,415400.0,63765,Diesel,Trustmark Dealer,Automatic,First Owner,14.99 kmpl,1324 CC,111.05 bhp,313Nm@ 3760rpm,5
Toyota Innova,2020,250300.0,101666,Petrol,Individual,Manual,Second Owner,17.6 kmpl,1219 CC,98.09 bhp,233Nm@ 3949rpm,7
Audi A4,2011,281700.0,140741,Petrol,Dealer,Manual,First Owner,15.15 kmpl,2474 CC,290.07 bhp,60Nm@ 2607rpm,5
Honda City,2010,79400.0,145323,Petrol,Dealer,Manual,First Owner,18.36 kmpl,700 CC,88.67 bhp,167Nm@ 3764rpm,7
Hyundai i20,2017,158000.0,102223,Petrol,Dealer,Manual,Second Owner,20.02 kmpl,846 CC,88.9 bhp,119Nm@ 2802rpm,5
Maruti Swift,2005,37400.0,210825,Petrol,Individual,Manual,First Owner,16.89 kmpl,841 CC,53.32 bhp,60Nm@ 3123rpm,5
Honda City,2013,159900.0,67932,Diesel,Dealer,Manual,First Owner,16.34 kmpl,933 CC,107.63 bhp,196Nm@ 1875rpm,7
Ford Ecosport,2015,102900.0,126291,Petrol,Individual,Manual,Fourth & Above Owner,17.93 kmpl,1235 CC,75.53 bhp,148Nm@ 3507rpm,4
Hyundai i20,2007,59000.0,162399,Petrol,Individual,Manual,Second Owner,21.67 kmpl,1297 CC,64.85 bhp,136Nm@ 1980rpm,7
Ford Ecosport,2011,113100.0,90591,Diesel,Dealer,Manual,First Owner,18.16 kmpl,1138 CC,84.82 bhp,165Nm@ 3322rpm,5
Hyundai i20,2016,151100.0,65772,Petrol,Individual,Automatic,First Owner,18.09 kmpl,1093 CC,49.93 bhp,90Nm@ 1678rpm,5
Maruti Swift,2016,128300.0,86837,Petrol,Dealer,Manual,First Owner,19.76 kmpl,933 CC,46.32 bhp,177Nm@ 3554rpm,5
Toyota Innova,2011,149300.0,106642,CNG,Individual,Manual,First Owner,20.51 kmpl,1569 CC,106.16 bhp,142Nm@ 3005rpm,5
Toyota Innova,2009,80600.0,117537,Petrol,Dealer,Manual,Third Owner,18.97 kmpl,1249 CC,107.2 bhp,222Nm@ 2539rpm,5
Ford Ecosport,2016,154300.0,76031,Petrol,Individual,Manual,First Owner,19.07 kmpl,700 CC,81.9 bhp,212Nm@ 1931rpm,7
Honda City,2006,58600.0,158846,Petrol,Dealer,Manual,Second Owner,15.92 kmpl,872 CC,92.46 bhp,171Nm@ 2201rpm,5
Audi A4,2013,402400.0,22785,Diesel,Individual,Manual,Second Owner,14.77 kmpl,2572 CC,250.59 bhp,93Nm@ 2387rpm,5
Mahindra XUV500,2011,137800.0,105836,Diesel,Individual,Automatic,First Owner,13.07 kmpl,1158 CC,97.05 bhp,260Nm@ 2642rpm,5
Hyundai i20,2006,44900.0,136406,Diesel,Dealer,Manual,Second Owner,17.7 kmpl,1154 CC,49.65 bhp,72Nm@ 3308rpm,7
Toyota Innova,2022,429500.0,53483,Petrol,Dealer,Manual,First Owner,21.18 kmpl,1410 CC,116.88 bhp,196Nm@ 3156rpm,7
Hyundai i20,2017,150900.0,139187,Diesel,Dealer,Automatic,First Owner,17.67 kmpl,853 CC,67.17 bhp,60Nm@ 2886rpm,5
Ford Ecosport,2023,327100.0,56935,Petrol,Individual,Manual,First Owner,25.38 kmpl,1029 CC,69.38 bhp,98Nm@ 3428rpm,7
Ford Ecosport,2014,109900.0,111217,Diesel,Individual,Manual,First Owner,20.1 kmpl,1004 CC,57.96 bhp,174Nm@ 1782rpm,5
Skoda Octavia,2013,168500.0,119827,Petrol,Dealer,Manual,First Owner,12.57 kmpl,1398 CC,123.83 bhp,117Nm@ 3394rpm,5
Skoda Octavia,2020,351000.0,70661,Diesel,Individual,Manual,Second Owner,19.86 kmpl,1542 CC,107.97 bhp,76Nm@ 2590rpm,5
Honda City,2005,55800.0,174000,Petrol,Individual,Manual,First Owner,23.93 kmpl,1118 CC,90.96 bhp,231Nm@ 2432rpm,5
Audi A4,2015,370500.0,139947,Diesel,Dealer,Manual,First Owner,12.06 kmpl,2736 CC,273.38 bhp,185Nm@ 3449rpm,5
Audi A4,2007,147100.0,175612,Petrol,Individual,Manual,Second Owner,14.2 kmpl,2308 CC,268.67 bhp,93Nm@ 2707rpm,5
Honda City,2021,264800.0,6612,Diesel,Individual,Manual,Second Owner,18.8 kmpl,1065 CC,59.32 bhp,168Nm@ 3052rpm,8
Hyundai i20,2012,115900.0,125816,Diesel,Dealer,Manual,First Owner,17.97 kmpl,1051 CC,80.32 bhp,84Nm@ 3217rpm,5
Toyota Innova,2016,260100.0,86742,Petrol,Individual,Manual,First Owner,13.65 kmpl,1532 CC,134.57 bhp,169Nm@ 1594rpm,5
Toyota Innova,2015,156200.0,119400,CNG,Dealer,Manual,Second Owner,21.82 kmpl,1506 CC,97.01 bhp,81Nm@ 3788rpm,7
Audi A4,2014,323900.0,106720,Diesel,Trustmark Dealer,Manual,First Owner,19.71 kmpl,2478 CC,244.87 bhp,101Nm@ 3296rpm,5
Ford Ecosport,2012,82800.0,120332,Petrol,Individual,Manual,First Owner,19.67 kmpl,911 CC,46.88 bhp,114Nm@ 2105rpm,7
Honda City,2022,373700.0,61540,Diesel,Individual,Manual,First Owner,19.78 kmpl,1274 CC,89.18 bhp,91Nm@ 2344rpm,5
BMW 3 Series,2009,204500.0,98747,Diesel,Individual,Automatic,Third Owner,14.99 kmpl,2751 CC,237.36 bhp,60Nm@ 2661rpm,8
BMW 3 Series,2012,323800.0,103943,Diesel,Individual,Manual,First Owner,18.29 kmpl,2765 CC,254.41 bhp,77Nm@ 3514rpm,5
Audi A4,2007,175800.0,169471,Diesel,Dealer,Manual,First Owner,18.44 kmpl,2317 CC,290.63 bhp,155Nm@ 3979rpm,4
Skoda Octavia,2005,61500.0,157999,Petrol,Dealer,Manual,First Owner,19.14 kmpl,1085 CC,110.09 bhp,195Nm@ 3070rpm,5
Tata Nexon,2005,44200.0,157548,Diesel,Individual,Manual,Second Owner,13.74 kmpl,762 CC,88.47 bhp,77Nm@ 3531rpm,5
Hyundai i20,2020,185200.0,118560,Petrol,Dealer,Automatic,Second Owner,23.27 kmpl,1018 CC,38.13 bhp,202Nm@ 2137rpm,5
Skoda Octavia,2011,149100.0,64389,CNG,Individual,Manual,First Owner,19.84 kmpl,1439 CC,97.59 bhp,142Nm@ 1515rpm,7
BMW 3 Series,2005,151600.0,103871,Petrol,Individual,Manual,Second Owner,8.0 kmpl,2299 CC,272.66 bhp,187Nm@ 3128rpm,5
Ford Ecosport,2007,76700.0,100341,Diesel,Individual,Manual,Second Owner,16.91 kmpl,1297 CC,98.96 bhp,223Nm@ 3167rpm,5
Maruti Swift,2013,116800.0,89067,Petrol,Dealer,Manual,First Owner,19.69 kmpl,894 CC,54.98 bhp,166Nm@ 2264rpm,4
Ford Ecosport,2006,58200.0,120072,Diesel,Individual,Manual,Fourth & Above Owner,21.13 kmpl,1204 CC,112.24 bhp,173Nm@ 3751rpm,7
Ford Ecosport,2006,39100.0,144045,Petrol,Trustmark Dealer,Manual,Third Owner,19.27 kmpl,1104 CC,63.01 bhp,79Nm@ 1549rpm,7
Ford Ecosport,2008,54200.0,121130,Petrol,Dealer,Manual,Third Owner,21.66 kmpl,868 CC,70.23 bhp,142Nm@ 3766rpm,5
Toyota Innova,2017,232500.0,139818,Diesel,Individual,Manual,First Owner,21.03 kmpl,1325 CC,113.09 bhp,215Nm@ 3567rpm,7
Tata Nexon,2012,118400.0,143337,Diesel,Trustmark Dealer,Manual,Second Owner,11.75 kmpl,1370 CC,87.37 bhp,112Nm@ 3634rpm,5
Ford Ecosport,2005,55100.0,135909,Petrol,Dealer,Manual,Second Owner,21.8 kmpl,1081 CC,82.13 bhp,60Nm@ 3336rpm,5
Skoda Octavia,2023,416300.0,64585,Petrol,Dealer,Manual,Second Owner,16.42 kmpl,1378 CC,134.47 bhp,146Nm@ 1658rpm,7
Audi A4,2022,766600.0,56139,Petrol,Individual,Manual,First Owner,19.4 kmpl,2231 CC,250.79 bhp,281Nm@ 3311rpm,7
Mahindra XUV500,2015,158900.0,135137,LPG,Individual,Manual,Second Owner,22.08 kmpl,1276 CC,103.01 bhp,250Nm@ 3546rpm,7
BMW 3 Series,2005,178800.0,118094,Diesel,Individual,Manual,First Owner,14.52 kmpl,2768 CC,255.13 bhp,182Nm@ 3077rpm,5
Hyundai i20,2008,45700.0,96556,Diesel,Individual,Manual,Third Owner,14.65 kmpl,700 CC,56.49 bhp,60Nm@ 3198rpm,5
Honda City,2017,253300.0,38188,Diesel,Dealer,Automatic,First Owner,19.46 kmpl,1243 CC,82.36 bhp,143Nm@ 3155rpm,5
Maruti Swift,2006,60400.0,146081,Diesel,Individual,Manual,First Owner,17.45 kmpl,1056 CC,72.58 bhp,205Nm@ 3946rpm,5
Mahindra XUV500,2019,243800.0,124347,Petrol,Dealer,Manual,Second Owner,17.86 kmpl,1561 CC,101.63 bhp,114Nm@ 2069rpm,5
Honda City,2023,310600.0,12338,Petrol,Dealer,Manual,Third Owner,19.11 kmpl,1193 CC,73.31 bhp,94Nm@ 2665rpm,5
Tata Nexon,2014,138800.0,77658,Petrol,Dealer,Manual,First Owner,18.95 kmpl,863 CC,87.35 bhp,150Nm@ 3152rpm,4
Honda City,2022,342500.0,52048,Diesel,Individual,Manual,Second Owner,16.04 kmpl,1417 CC,88.71 bhp,153Nm@ 3093rpm,8
Maruti Swift,2021,231700.0,116436,Diesel,Individual,Manual,First Owner,28.63 kmpl,990 CC,66.44 bhp,201Nm@ 3855rpm,7
Audi A4,2012,377600.0,36853,Petrol,Individual,Manual,First Owner,14.7 kmpl,2527 CC,243.59 bhp,169Nm@ 2526rpm,5
Mahindra XUV500,2010,122800.0,85950,Diesel,Dealer,Manual,First Owner,17.33 kmpl,1190 CC,90.17 bhp,112Nm@ 2317rpm,7
Hyundai i20,2010,63500.0,116325,Diesel,Dealer,Manual,First Owner,27.49 kmpl,700 CC,52.49 bhp,250Nm@ 3733rpm,5
Skoda Octavia,2010,118200.0,121616,Petrol,Dealer,Manual,First Owner,15.69 kmpl,1343 CC,105.28 bhp,148Nm@ 2529rpm,5
Audi A4,2020,613600.0,95352,CNG,Individual,Manual,First Owner,10.89 kmpl,2528 CC,255.9 bhp,124Nm@ 3130rpm,5
Toyota Innova,2007,91900.0,159571,CNG,Individual,Manual,First Owner,15.21 kmpl,1457 CC,139.08 bhp,145Nm@ 3303rpm,8
Maruti Swift,2019,189300.0,59700,Diesel,Individual,Manual,First Owner,21.11 kmpl,965 CC,47.78 bhp,121Nm@ 3891rpm,7
Toyota Innova,2012,121000.0,79911,Petrol,Dealer,Manual,Third Owner,16.75 kmpl,1282 CC,114.13 bhp,269Nm@ 1900rpm,8
Hyundai i20,2022,277800.0,76513,Petrol,Dealer,Automatic,First Owner,14.25 kmpl,849 CC,59.41 bhp,60Nm@ 1911rpm,7
Mahindra XUV500,2020,369400.0,54733,Petrol,Dealer,Automatic,First Owner,18.2 kmpl,1133 CC,101.82 bhp,237Nm@ 3156rpm,4
Audi A4,2012,220100.0,120586,CNG,Trustmark Dealer,Manual,Third Owner,16.91 kmpl,2211 CC,259.94 bhp,150Nm@ 2345rpm,7
Ford Ecosport,2006,65700.0,162167,Diesel,Individual,Manual,First Owner,15.14 kmpl,1292 CC,83.98 bhp,103Nm@ 3447rpm,7
Mahindra XUV500,2009,88800.0,93047,Petrol,Individual,Manual,First Owner,16.04 kmpl,1256 CC,64.3 bhp,219Nm@ 2032rpm,5
Maruti Swift,2011,62100.0,109390,LPG,Individual,Manual,Second Owner,22.27 kmpl,815 CC,37.54 bhp,70Nm@ 2780rpm,7
BMW 3 Series,2018,534300.0,103527,Petrol,Individual,Manual,First Owner,11.24 kmpl,2790 CC,256.66 bhp,144Nm@ 3457rpm,5
Tata Nexon,2006,58000.0,139500,Diesel,Dealer,Manual,First Owner,18.77 kmpl,1040 CC,68.37 bhp,195Nm@ 3349rpm,7
BMW 3 Series,2011,219100.0,164631,Petrol,Individual,Manual,Third Owner,15.53 kmpl,2785 CC,277.45 bhp,99Nm@ 1768rpm,8
Ford Ecosport,2013,132200.0,147064,Petrol,Individual,Automatic,Second Owner,20.56 kmpl,1200 CC,110.47 bhp,114Nm@ 2085rpm,4
Ford Ecosport,2005,75900.0,77859,Diesel,Individual,Manual,First Owner,18.67 kmpl,1025 CC,107.34 bhp,175Nm@ 1891rpm,5
Skoda Octavia,2009,102000.0,118855,Petrol,Individual,Automatic,Second Owner,19.39 kmpl,1134 CC,99.1 bhp,98Nm@ 3158rpm,5
Toyota Innova,2013,203900.0,70455,Diesel,Dealer,Automatic,First Owner,17.41 kmpl,1379 CC,118.86 bhp,60Nm@ 2387rpm,5
BMW 3 Series,2021,674400.0,86379,CNG,Dealer,Manual,Second Owner,10.06 kmpl,2545 CC,252.01 bhp,89Nm@ 3945rpm,5
Honda City,2022,252300.0,31922,Diesel,Individual,Manual,Third Owner,18.14 kmpl,1061 CC,75.34 bhp,110Nm@ 2449rpm,5
Ford Ecosport,2019,168800.0,124562,Petrol,Individual,Manual,Third Owner,13.38 kmpl,959 CC,77.66 bhp,179Nm@ 3173rpm,5
Skoda Octavia,2007,60900.0,155662,Petrol,Individual,Manual,Third Owner,19.43 kmpl,1448 CC,102.6 bhp,218Nm@ 1661rpm,7
Hyundai i20,2009,82400.0,100900,Diesel,Dealer,Automatic,Second Owner,19.26 kmpl,1113 CC,74.25 bhp,75Nm@ 2742rpm,5
Audi A4,2010,253700.0,128146,Petrol,Individual,Manual,First Owner,10.6 kmpl,2674 CC,251.64 bhp,258Nm@ 1977rpm,5
Tata Nexon,2015,126700.0,122263,Petrol,Individual,Manual,Second Owner,21.67 kmpl,1201 CC,82.37 bhp,205Nm@ 3784rpm,5
Ford Ecosport,2021,175900.0,58008,Petrol,Individual,Manual,Fourth & Above Owner,18.76 kmpl,700 CC,83.14 bhp,150Nm@ 3713rpm,5
Maruti Swift,2011,57600.0,149921,Petrol,Dealer,Manual,Third Owner,20.03 kmpl,709 CC,67.6 bhp,60Nm@ 2478rpm,5
Mahindra XUV500,2006,55600.0,167378,Diesel,Individual,Automatic,First Owner,22.13 kmpl,901 CC,82.07 bhp,100Nm@ 3119rpm,5
Mahindra XUV500,2006,70800.0,155686,Diesel,Individual,Manual,First Owner,16.9 kmpl,1488 CC,82.61 bhp,133Nm@ 3101rpm,7
Skoda Octavia,2009,81800.0,86816,Diesel,Individual,Manual,Second Owner,22.39 kmpl,918 CC,94.64 bhp,108Nm@ 3026rpm,5
Mahindra XUV500,2022,240800.0,47323,Petrol,Dealer,Manual,Fourth & Above Owner,22.48 kmpl,1100 CC,79.04 bhp,244Nm@ 2982rpm,5
Audi A4,2022,815300.0,50923,Petrol,Dealer,Manual,Second Owner,19.22 kmpl,2766 CC,237.05 bhp,135Nm@ 3278rpm,8
Maruti Swift,2006,45500.0,104716,Petrol,Individual,Manual,First Owner,20.25 kmpl,758 CC,56.09 bhp,161Nm@ 2635rpm,5
Mahindra XUV500,2018,213900.0,61283,Petrol,Individual,Manual,Second Owner,20.66 kmpl,1099 CC,98.18 bhp,141Nm@ 2660rpm,5
Tata Nexon,2017,173900.0,127441,Diesel,Dealer,Automatic,First Owner,22.77 kmpl,1246 CC,53.85 bhp,211Nm@ 2979rpm,5
Tata Nexon,2023,254000.0,111568,Diesel,Dealer,Automatic,First Owner,19.45 kmpl,768 CC,63.23 bhp,145Nm@ 3555rpm,7
Audi A4,2012,228000.0,167183,Diesel,Individual,Manual,Third Owner,8.0 kmpl,2821 CC,254.09 bhp,126Nm@ 2486rpm,7
Audi A4,2009,212500.0,162739,Diesel,Dealer,Manual,Second Owner,13.25 kmpl,2899 CC,295.53 bhp,217Nm@ 2026rpm,7
BMW 3 Series,2021,685000.0,96172,CNG,Individual,Manual,Second Owner,12.58 kmpl,2697 CC,247.52 bhp,210Nm@ 1949rpm,5
Hyundai i20,2011,57700.0,133602,Diesel,Individual,Manual,First Owner,19.12 kmpl,823 CC,35.0 bhp,226Nm@ 2562rpm,5
Mahindra XUV500,2016,198300.0,115295,Petrol,Dealer,Manual,First Owner,18.58 kmpl,1232 CC,88.65 bhp,137Nm@ 2186rpm,5
Ford Ecosport,2006,72000.0,173582,Diesel,Dealer,Manual,First Owner,16.36 kmpl,1212 CC,109.09 bhp,133Nm@ 2992rpm,5
Mahindra XUV500,2018,241400.0,88413,Petrol,Dealer,Manual,First Owner,19.86 kmpl,1266 CC,96.33 bhp,172Nm@ 2857rpm,7
